filename,width,height,class,xmin,ymin,xmax,ymax
n02676566_683.JPEG,341,342,guitar,48,7,224,294
n02676566_603.JPEG,185,278,guitar,36,11,136,272
n02676566_2954.JPEG,512,640,guitar,127,8,386,600
n02676566_787.JPEG,500,333,guitar,155,32,269,272
n02676566_4663.JPEG,200,150,guitar,14,5,199,141
n02676566_7152.JPEG,500,375,guitar,1,120,496,375
n02676566_6759.JPEG,500,375,guitar,1,175,198,359
n02676566_6759.JPEG,500,375,guitar,281,167,500,266
n02676566_5109.JPEG,240,292,guitar,31,10,209,281
n02676566_7231.JPEG,500,375,guitar,20,1,500,375
n02676566_906.JPEG,200,200,guitar,59,3,138,197
n02676566_8039.JPEG,500,375,guitar,1,33,500,310
n02676566_9054.JPEG,367,241,guitar,61,120,310,213
n02676566_3314.JPEG,500,332,guitar,1,27,499,332
n02676566_4089.JPEG,200,201,guitar,1,1,197,200
n02676566_6699.JPEG,375,500,guitar,4,182,375,373
n02676566_2351.JPEG,200,200,guitar,60,1,143,199
n02676566_7309.JPEG,500,333,guitar,12,135,500,333
n02676566_8861.JPEG,500,316,guitar,1,6,499,316
n02676566_435.JPEG,198,420,guitar,37,10,177,397
n02676566_1324.JPEG,375,500,guitar,81,38,297,450
n02676566_4749.JPEG,299,600,guitar,31,2,265,586
n02676566_3328.JPEG,290,290,guitar,1,87,289,204
n02676566_6377.JPEG,500,259,guitar,1,1,499,259
n02676566_817.JPEG,442,459,guitar,30,273,430,443
n02676566_817.JPEG,442,459,guitar,14,11,163,353
n02676566_817.JPEG,442,459,guitar,148,19,285,386
n02676566_817.JPEG,442,459,guitar,265,22,415,397
n02676566_467.JPEG,500,375,guitar,1,65,498,368
n02676566_183.JPEG,500,375,guitar,5,4,500,374
n02676566_2985.JPEG,160,160,guitar,3,48,159,129
n02676566_6966.JPEG,375,500,guitar,10,1,375,467
n02676566_3330.JPEG,385,400,guitar,1,143,384,400
n02676566_6753.JPEG,500,375,guitar,33,1,100,162
n02676566_6753.JPEG,500,375,guitar,128,1,193,157
n02676566_6753.JPEG,500,375,guitar,229,1,304,158
n02676566_6753.JPEG,500,375,guitar,348,1,424,148
n02676566_6753.JPEG,500,375,guitar,1,94,54,262
n02676566_6753.JPEG,500,375,guitar,29,182,104,355
n02676566_6753.JPEG,500,375,guitar,79,88,150,259
n02676566_6753.JPEG,500,375,guitar,126,180,200,364
n02676566_6753.JPEG,500,375,guitar,174,80,249,259
n02676566_6753.JPEG,500,375,guitar,230,178,303,367
n02676566_6753.JPEG,500,375,guitar,285,73,363,266
n02676566_6753.JPEG,500,375,guitar,342,176,422,373
n02676566_6753.JPEG,500,375,guitar,401,67,489,263
n02676566_7092.JPEG,500,298,guitar,1,11,462,284
n02676566_8916.JPEG,500,332,guitar,31,7,500,300
n02676566_4223.JPEG,224,300,guitar,47,3,171,298
n02676566_9513.JPEG,375,500,guitar,26,49,179,422
n02676566_9513.JPEG,375,500,guitar,220,70,308,390
n02676566_1897.JPEG,250,189,guitar,2,8,248,183
n02676566_6906.JPEG,333,500,guitar,1,1,292,495
n02676566_871.JPEG,500,333,guitar,1,140,258,275
n02676566_871.JPEG,500,333,guitar,179,94,314,277
n02676566_871.JPEG,500,333,guitar,289,172,369,280
n02676566_871.JPEG,500,333,guitar,331,169,451,306
n02676566_2970.JPEG,400,400,guitar,156,30,257,349
n02676566_164.JPEG,450,472,guitar,238,3,427,472
n02676566_164.JPEG,450,472,guitar,21,268,281,430
n02676566_8333.JPEG,375,500,guitar,26,57,239,471
n02676566_5468.JPEG,500,333,guitar,1,97,500,333
n02676566_4064.JPEG,500,356,guitar,1,1,500,356
n02676566_4108.JPEG,500,468,guitar,145,63,406,222
n02676566_4342.JPEG,250,250,guitar,4,1,247,248
n02676566_6927.JPEG,333,500,guitar,16,135,136,217
n02676566_9463.JPEG,500,333,guitar,1,79,500,333
n02676566_7024.JPEG,500,420,guitar,16,13,301,404
n02676566_137.JPEG,259,530,guitar,34,24,236,515
n02676566_2907.JPEG,375,500,guitar,35,2,316,490
n02676566_5816.JPEG,217,500,guitar,9,4,211,493
n02676566_4903.JPEG,289,450,guitar,3,2,180,446
n02676566_4903.JPEG,289,450,guitar,116,3,285,443
n02676566_697.JPEG,537,800,guitar,20,1,510,733
n02676566_7860.JPEG,300,387,guitar,1,135,300,292
n02676566_8043.JPEG,500,333,guitar,162,123,301,325
n02676566_8043.JPEG,500,333,guitar,254,120,353,159
n02676566_5637.JPEG,500,406,guitar,1,65,439,335
n02676566_2480.JPEG,472,400,guitar,76,158,438,362
n02676566_8609.JPEG,323,500,guitar,15,1,312,489
n02676566_4637.JPEG,100,100,guitar,33,6,68,94
n02676566_692.JPEG,283,320,guitar,51,1,213,318
n02676566_5479.JPEG,453,301,guitar,1,48,452,263
n02676566_259.JPEG,500,375,guitar,1,28,498,342
n02676566_8531.JPEG,375,500,guitar,1,66,375,500
n02676566_8883.JPEG,375,500,guitar,15,39,183,448
n02676566_8883.JPEG,375,500,guitar,200,40,375,411
n02676566_8370.JPEG,333,500,guitar,29,1,292,498
n02676566_4642.JPEG,531,800,guitar,13,1,515,764
n02676566_8211.JPEG,500,375,guitar,1,1,500,375
n02676566_666.JPEG,397,541,guitar,19,149,397,541
n02676566_5380.JPEG,333,500,guitar,1,84,332,485
n02676566_2454.JPEG,434,589,guitar,12,1,425,589
n02676566_5861.JPEG,500,375,guitar,245,53,363,349
n02676566_1479.JPEG,600,400,guitar,3,11,600,391
n02676566_7524.JPEG,344,500,guitar,14,1,330,488
n02676566_4236.JPEG,500,375,guitar,1,1,500,373
n02676566_3040.JPEG,300,300,guitar,4,96,296,206
n02676566_841.JPEG,480,640,guitar,175,83,336,487
n02676566_44.JPEG,500,333,guitar,1,146,498,332
n02676566_9503.JPEG,500,375,guitar,197,201,382,289
n02676566_9538.JPEG,500,332,guitar,256,17,500,184
n02676566_3117.JPEG,300,400,guitar,127,68,296,328
n02676566_3117.JPEG,300,400,guitar,1,77,144,361
n02676566_3461.JPEG,283,400,guitar,31,13,164,339
n02676566_3889.JPEG,382,775,guitar,33,20,347,746
n02676566_9425.JPEG,500,332,guitar,265,162,306,220
n02676566_9425.JPEG,500,332,guitar,372,130,471,257
n02676566_3184.JPEG,123,300,guitar,5,2,119,297
n02676566_6291.JPEG,337,500,guitar,7,329,330,492
n02676566_6971.JPEG,500,421,guitar,1,1,479,421
n02676566_4823.JPEG,375,500,guitar,1,20,372,418
n02676566_2696.JPEG,500,375,guitar,70,1,405,375
n02676566_1049.JPEG,500,332,guitar,1,1,461,331
n02676566_8917.JPEG,334,500,guitar,140,51,334,499
n02676566_5200.JPEG,246,246,guitar,69,9,161,241
n02676566_3839.JPEG,360,806,guitar,33,21,329,794
n02676566_6703.JPEG,500,375,guitar,16,9,159,353
n02676566_6703.JPEG,500,375,guitar,205,1,328,304
n02676566_6703.JPEG,500,375,guitar,428,49,499,273
n02676566_8673.JPEG,333,500,guitar,9,43,325,479
n02676566_3649.JPEG,375,500,guitar,117,255,218,482
n02676566_7837.JPEG,334,500,guitar,63,84,282,452
n02676566_7026.JPEG,374,500,guitar,56,48,354,497
n02676566_2198.JPEG,218,531,guitar,5,5,206,523
n02676566_4901.JPEG,345,282,guitar,57,1,183,279
n02676566_4543.JPEG,400,363,guitar,1,1,400,363
n02676566_9026.JPEG,500,372,guitar,9,25,500,372
n02676566_8229.JPEG,333,500,guitar,90,9,268,468
n02676566_1835.JPEG,333,500,guitar,86,13,289,484
n02676566_1956.JPEG,299,381,guitar,7,4,298,377
n02676566_9539.JPEG,302,500,guitar,47,16,225,461
n02676566_6856.JPEG,375,500,guitar,1,2,281,500
n02676566_6785.JPEG,207,500,guitar,9,7,200,493
n02676566_4374.JPEG,200,150,guitar,3,1,190,148
n02676566_731.JPEG,333,500,guitar,1,1,333,500
n02676566_814.JPEG,200,206,guitar,20,24,87,187
n02676566_5216.JPEG,200,200,guitar,1,1,199,200
n02676566_55.JPEG,300,252,guitar,37,96,266,191
n02676566_6329.JPEG,500,377,guitar,89,75,219,373
n02676566_6329.JPEG,500,377,guitar,1,1,132,215
n02676566_6329.JPEG,500,377,guitar,190,1,307,221
n02676566_6329.JPEG,500,377,guitar,283,85,387,333
n02676566_6329.JPEG,500,377,guitar,348,1,454,206
n02676566_4904.JPEG,500,386,guitar,26,9,494,374
n02676566_4347.JPEG,197,500,guitar,7,5,188,494
n02676566_3181.JPEG,295,300,guitar,93,6,192,264
n02676566_6644.JPEG,375,500,guitar,144,239,236,498
n02676566_6644.JPEG,375,500,guitar,119,1,184,280
n02676566_6644.JPEG,375,500,guitar,105,243,152,486
n02676566_6644.JPEG,375,500,guitar,76,139,123,303
n02676566_6644.JPEG,375,500,guitar,95,1,139,161
n02676566_6644.JPEG,375,500,guitar,67,1,100,192
n02676566_6644.JPEG,375,500,guitar,43,242,67,440
n02676566_6644.JPEG,375,500,guitar,66,284,109,448
n02676566_8833.JPEG,500,375,guitar,79,238,402,375
n02676566_7383.JPEG,334,500,guitar,66,125,334,356
n02676566_8477.JPEG,500,375,guitar,18,95,477,345
n02676566_3109.JPEG,375,500,guitar,2,1,373,500
n02676566_8838.JPEG,500,375,guitar,1,1,500,375
n02676566_6626.JPEG,500,311,guitar,113,179,459,311
n02676566_1608.JPEG,255,393,guitar,65,14,184,303
n02676566_1608.JPEG,255,393,guitar,10,250,242,352
n02676566_3782.JPEG,280,210,guitar,22,5,265,199
n02676566_5585.JPEG,500,375,guitar,182,117,411,268
n02676566_4591.JPEG,375,500,guitar,6,2,362,475
n02676566_4844.JPEG,250,260,guitar,3,34,249,260
n02676566_6405.JPEG,500,375,guitar,26,2,282,350
n02676566_6405.JPEG,500,375,guitar,273,16,465,336
n02676566_7320.JPEG,379,500,guitar,19,1,362,487
n02676566_1190.JPEG,500,333,guitar,11,13,487,325
n02676566_4252.JPEG,500,333,guitar,1,7,496,329
n02676566_4356.JPEG,500,211,guitar,4,5,495,207
n02676566_4221.JPEG,220,460,guitar,20,1,197,456
n02676566_9438.JPEG,500,375,guitar,52,9,500,282
n02676566_4431.JPEG,296,500,guitar,64,14,244,483
n02676566_8820.JPEG,333,500,guitar,90,17,208,401
n02676566_1097.JPEG,402,600,guitar,13,5,369,551
n02676566_8088.JPEG,333,500,guitar,1,1,333,500
n02676566_8417.JPEG,500,333,guitar,1,1,500,333
n02676566_6962.JPEG,500,264,guitar,206,77,497,201
n02676566_5489.JPEG,334,500,guitar,76,52,275,484
n02676566_3500.JPEG,375,500,guitar,27,111,375,499
n02676566_2980.JPEG,333,500,guitar,72,33,332,500
n02676566_6425.JPEG,260,500,guitar,43,18,247,486
n02676566_6551.JPEG,306,500,guitar,13,1,300,494
n02676566_6728.JPEG,500,406,guitar,95,223,419,373
n02676566_7326.JPEG,378,500,guitar,68,82,254,392
n02676566_1474.JPEG,290,290,guitar,1,83,290,208
n02676566_552.JPEG,216,429,guitar,31,4,188,418
n02676566_6435.JPEG,500,332,guitar,1,1,500,332
n02676566_4640.JPEG,300,455,guitar,54,13,230,439
n02676566_4632.JPEG,560,420,guitar,119,38,560,342
n02676566_198.JPEG,200,200,guitar,48,5,154,191
n02676566_2386.JPEG,232,482,guitar,25,12,213,470
n02676566_7102.JPEG,500,334,guitar,31,38,301,270
n02676566_3239.JPEG,200,202,guitar,2,3,198,200
n02676566_1256.JPEG,402,600,guitar,19,1,377,587
n02676566_7510.JPEG,500,311,guitar,1,1,500,311
n02676566_7313.JPEG,300,500,guitar,16,1,288,492
n02676566_8924.JPEG,333,500,guitar,72,56,266,500
n02676566_8864.JPEG,500,333,guitar,107,17,500,333
n02676566_8203.JPEG,500,375,guitar,79,1,500,375
n02676566_8123.JPEG,334,500,guitar,18,43,323,468
n02676566_8148.JPEG,375,500,guitar,1,1,375,500
n02676566_54.JPEG,512,736,guitar,1,1,396,736
n02676566_1441.JPEG,775,585,guitar,93,87,673,487
n02676566_3147.JPEG,700,275,guitar,1,6,699,274
n02676566_6851.JPEG,500,300,guitar,1,124,311,257
n02676566_6851.JPEG,500,300,guitar,256,147,500,264
n02676566_711.JPEG,400,300,guitar,31,29,373,279
n02676566_1207.JPEG,300,501,guitar,61,8,242,467
n02676566_984.JPEG,332,500,guitar,79,30,253,481
n02676566_9482.JPEG,500,375,guitar,49,1,348,375
n02676566_777.JPEG,520,355,guitar,27,12,444,275
n02676566_7954.JPEG,400,500,guitar,85,227,208,463
n02676566_71.JPEG,800,600,guitar,18,118,781,555
n02676566_4073.JPEG,250,300,guitar,72,5,177,296
n02676566_3995.JPEG,478,360,guitar,1,198,478,360
n02676566_6707.JPEG,333,500,guitar,18,189,333,394
n02676566_130.JPEG,167,134,guitar,1,1,166,130
n02676566_7032.JPEG,500,375,guitar,1,188,452,375
n02676566_4985.JPEG,332,500,guitar,15,1,270,435
n02676566_2195.JPEG,100,100,guitar,32,3,68,96
n02676566_3072.JPEG,250,250,guitar,31,25,204,245
n02676566_3072.JPEG,250,250,guitar,22,7,187,190
n02676566_46.JPEG,250,250,guitar,1,1,250,250
n02676566_8176.JPEG,374,498,guitar,87,6,283,486
n02676566_4257.JPEG,130,100,guitar,54,1,69,42
n02676566_4257.JPEG,130,100,guitar,83,1,104,37
n02676566_4257.JPEG,130,100,guitar,83,69,100,99
n02676566_4257.JPEG,130,100,guitar,26,17,37,42
n02676566_4257.JPEG,130,100,guitar,39,16,48,42
n02676566_4257.JPEG,130,100,guitar,2,13,13,41
n02676566_4257.JPEG,130,100,guitar,25,56,37,82
n02676566_4651.JPEG,200,193,guitar,1,2,200,192
n02676566_1448.JPEG,500,350,guitar,27,127,477,325
n02676566_3472.JPEG,177,388,guitar,24,9,159,355
n02676566_32.JPEG,220,220,guitar,47,16,105,178
n02676566_977.JPEG,1024,749,guitar,10,50,276,666
n02676566_977.JPEG,1024,749,guitar,465,69,714,681
n02676566_977.JPEG,1024,749,guitar,698,14,1015,741
n02676566_4208.JPEG,763,340,guitar,12,1,748,328
n02676566_8328.JPEG,500,375,guitar,193,12,312,350
n02676566_6430.JPEG,375,500,guitar,86,2,276,500
n02676566_6460.JPEG,500,341,guitar,49,184,487,341
n02676566_5610.JPEG,375,500,guitar,101,5,280,468
n02676566_7915.JPEG,500,333,guitar,1,145,500,333
n02676566_8745.JPEG,500,375,guitar,107,3,366,375
n02676566_1868.JPEG,200,200,guitar,65,3,136,198
n02676566_3646.JPEG,500,332,guitar,106,36,499,217
n02676566_2102.JPEG,150,338,guitar,4,2,145,335
n02676566_6939.JPEG,500,334,guitar,1,1,234,262
n02676566_6939.JPEG,500,334,guitar,101,1,341,329
n02676566_6939.JPEG,500,334,guitar,234,1,455,334
n02676566_6939.JPEG,500,334,guitar,358,1,500,334
n02676566_729.JPEG,175,250,guitar,4,9,170,242
n02676566_7602.JPEG,380,500,guitar,14,9,343,490
n02676566_4710.JPEG,350,418,guitar,11,5,95,197
n02676566_4710.JPEG,350,418,guitar,277,79,334,236
n02676566_4710.JPEG,350,418,guitar,270,221,337,384
n02676566_4710.JPEG,350,418,guitar,234,210,283,375
n02676566_4710.JPEG,350,418,guitar,202,212,245,369
n02676566_4710.JPEG,350,418,guitar,153,215,198,379
n02676566_4710.JPEG,350,418,guitar,118,216,165,384
n02676566_4710.JPEG,350,418,guitar,86,210,136,388
n02676566_4710.JPEG,350,418,guitar,38,211,103,400
n02676566_4710.JPEG,350,418,guitar,68,26,130,206
n02676566_4710.JPEG,350,418,guitar,97,35,164,206
n02676566_4710.JPEG,350,418,guitar,132,45,186,210
n02676566_4710.JPEG,350,418,guitar,164,60,209,213
n02676566_4710.JPEG,350,418,guitar,186,68,231,215
n02676566_4710.JPEG,350,418,guitar,223,89,274,230
n02676566_4546.JPEG,468,383,guitar,79,214,444,383
n02676566_8867.JPEG,200,300,guitar,29,1,168,300
n02676566_6633.JPEG,500,375,guitar,231,1,495,373
n02676566_4722.JPEG,300,111,guitar,2,1,300,110
n02676566_3849.JPEG,401,300,guitar,108,54,192,265
n02676566_7250.JPEG,500,333,guitar,1,1,500,333
n02676566_6401.JPEG,333,500,guitar,1,3,328,500
n02676566_4793.JPEG,450,272,guitar,18,23,423,244
n02676566_5241.JPEG,476,1250,guitar,1,1,476,1250
n02676566_9485.JPEG,432,288,guitar,127,173,210,212
n02676566_1393.JPEG,500,332,guitar,84,7,500,318
n02676566_4248.JPEG,200,201,guitar,1,2,198,200
n02676566_606.JPEG,272,500,guitar,8,1,181,454
n02676566_306.JPEG,300,710,guitar,13,4,271,688
n02676566_4317.JPEG,375,500,guitar,10,2,70,225
n02676566_4317.JPEG,375,500,guitar,33,1,99,262
n02676566_4317.JPEG,375,500,guitar,49,42,139,321
n02676566_4317.JPEG,375,500,guitar,80,24,200,396
n02676566_4317.JPEG,375,500,guitar,138,37,275,488
n02676566_4317.JPEG,375,500,guitar,212,13,373,500
n02676566_3492.JPEG,794,1836,guitar,30,26,761,1798
n02676566_6554.JPEG,500,334,guitar,79,1,333,331
n02676566_4856.JPEG,387,768,guitar,59,27,328,723
n02676566_6729.JPEG,500,333,guitar,27,140,500,333
n02676566_6341.JPEG,500,333,guitar,1,1,500,333
n02676566_9041.JPEG,218,240,guitar,104,1,212,236
n02676566_8873.JPEG,375,500,guitar,178,213,262,493
n02676566_8873.JPEG,375,500,guitar,230,206,332,500
n02676566_8873.JPEG,375,500,guitar,295,193,375,500
n02676566_8873.JPEG,375,500,guitar,111,1,193,153
n02676566_8873.JPEG,375,500,guitar,85,171,169,439
n02676566_8873.JPEG,375,500,guitar,1,168,89,464
n02676566_8873.JPEG,375,500,guitar,202,1,307,124
n02676566_8873.JPEG,375,500,guitar,263,1,373,99
n02676566_582.JPEG,200,210,guitar,2,1,198,210
n02676566_3126.JPEG,284,264,guitar,27,9,126,255
n02676566_3126.JPEG,284,264,guitar,150,1,283,264
n02676566_6370.JPEG,333,500,guitar,1,159,333,500
n02676566_553.JPEG,250,350,guitar,5,174,250,350
n02676566_802.JPEG,200,200,guitar,3,65,197,136
n02676566_6797.JPEG,500,491,guitar,135,162,473,412
n02676566_8631.JPEG,500,333,guitar,32,1,459,333
n02676566_2815.JPEG,199,221,guitar,10,6,88,213
n02676566_2815.JPEG,199,221,guitar,73,6,129,204
n02676566_2815.JPEG,199,221,guitar,120,8,190,206
n02676566_410.JPEG,700,467,guitar,58,3,700,467
n02676566_8948.JPEG,500,375,guitar,154,1,374,329
n02676566_8041.JPEG,500,375,guitar,1,1,384,375
n02676566_3654.JPEG,318,285,guitar,214,4,314,275
n02676566_5526.JPEG,500,500,guitar,75,235,428,377
n02676566_5526.JPEG,500,500,guitar,79,176,413,262
n02676566_5526.JPEG,500,500,guitar,83,126,402,192
n02676566_43.JPEG,100,100,guitar,31,2,68,96
n02676566_3382.JPEG,500,332,guitar,16,47,475,237
n02676566_3215.JPEG,100,100,guitar,30,1,69,99
n02676566_4615.JPEG,250,187,guitar,1,1,237,185
n02676566_8542.JPEG,500,333,guitar,14,1,439,333
n02676566_782.JPEG,200,202,guitar,1,1,197,202
n02676566_8213.JPEG,320,480,guitar,81,12,236,382
n02676566_6910.JPEG,375,500,guitar,1,126,375,500
n02676566_1108.JPEG,500,375,guitar,1,20,305,365
n02676566_2437.JPEG,250,250,guitar,88,2,179,240
n02676566_1087.JPEG,384,512,guitar,110,29,287,470
n02676566_265.JPEG,317,575,guitar,55,12,264,568
n02676566_8049.JPEG,159,240,guitar,1,1,159,240
n02676566_2803.JPEG,500,332,guitar,1,1,467,332
n02676566_3251.JPEG,250,250,guitar,74,10,168,240
n02676566_5742.JPEG,496,500,guitar,52,7,470,492
n02676566_7511.JPEG,375,500,guitar,23,12,348,487
n02676566_8872.JPEG,360,480,guitar,82,10,270,464
n02676566_5465.JPEG,60,160,guitar,1,1,60,157
n02676566_4921.JPEG,160,269,guitar,20,4,128,266
n02676566_8068.JPEG,356,500,guitar,85,21,348,500
n02676566_5235.JPEG,373,480,guitar,42,1,321,461
n02676566_8140.JPEG,500,375,guitar,1,1,500,375
n02676566_6949.JPEG,333,500,guitar,54,185,297,299
n02676566_1007.JPEG,152,360,guitar,4,5,147,356
n02676566_934.JPEG,500,400,guitar,1,49,500,400
n02676566_1732.JPEG,300,300,guitar,93,2,207,298
n02676566_5871.JPEG,336,500,guitar,54,10,257,476
n02676566_7795.JPEG,500,375,guitar,1,130,107,359
n02676566_7795.JPEG,500,375,guitar,130,1,265,347
n02676566_8305.JPEG,160,160,guitar,56,25,148,57
n02676566_8305.JPEG,160,160,guitar,63,48,155,79
n02676566_8305.JPEG,160,160,guitar,57,72,149,110
n02676566_8305.JPEG,160,160,guitar,69,100,160,136
n02676566_8305.JPEG,160,160,guitar,1,22,59,139
n02676566_752.JPEG,468,1250,guitar,1,1,468,1250
n02676566_9490.JPEG,240,160,guitar,44,50,113,107
n02676566_1721.JPEG,250,250,guitar,3,14,233,239
n02676566_4391.JPEG,233,299,guitar,10,1,223,288
n02676566_110.JPEG,165,200,guitar,6,1,165,196
n02676566_7830.JPEG,500,375,guitar,150,1,297,350
n02676566_4643.JPEG,400,300,guitar,13,143,355,266
n02676566_5545.JPEG,500,357,guitar,1,1,98,355
n02676566_5545.JPEG,500,357,guitar,102,1,306,355
n02676566_5545.JPEG,500,357,guitar,238,1,500,356
n02676566_4319.JPEG,288,688,guitar,5,1,284,686
n02676566_7023.JPEG,500,375,guitar,205,231,297,288
n02676566_3966.JPEG,300,300,guitar,93,1,206,297
n02676566_3747.JPEG,200,203,guitar,1,2,198,202
n02676566_4055.JPEG,305,276,guitar,1,8,304,273
n02676566_8096.JPEG,332,500,guitar,1,1,332,500
n02676566_4127.JPEG,200,202,guitar,2,2,197,199
n02676566_9479.JPEG,324,500,guitar,115,144,252,421
n02676566_9479.JPEG,324,500,guitar,53,103,171,391
n02676566_2901.JPEG,200,200,guitar,1,66,200,137
n02676566_1084.JPEG,200,226,guitar,4,11,195,222
n02676566_6968.JPEG,333,500,guitar,147,193,247,343
n02676566_1924.JPEG,180,216,guitar,49,5,134,213
n02676566_9027.JPEG,211,500,guitar,8,4,205,496
n02676566_1223.JPEG,250,300,guitar,66,4,188,295
n02676566_3650.JPEG,400,400,guitar,13,1,380,386
n02676566_8882.JPEG,333,500,guitar,1,322,333,500
n02676566_8050.JPEG,333,500,guitar,1,1,282,500
n02676566_3157.JPEG,434,292,guitar,1,1,392,291
n02676566_3324.JPEG,900,1916,guitar,1,39,434,159
n02676566_3324.JPEG,900,1916,guitar,482,22,900,310
n02676566_3324.JPEG,900,1916,guitar,101,233,443,391
n02676566_3324.JPEG,900,1916,guitar,1,494,437,837
n02676566_3324.JPEG,900,1916,guitar,440,339,892,575
n02676566_3324.JPEG,900,1916,guitar,440,604,892,1104
n02676566_3324.JPEG,900,1916,guitar,1,849,447,1191
n02676566_3324.JPEG,900,1916,guitar,472,1159,898,1436
n02676566_3324.JPEG,900,1916,guitar,1,1247,447,1543
n02676566_3324.JPEG,900,1916,guitar,453,1581,898,1894
n02676566_3324.JPEG,900,1916,guitar,5,1562,447,1901
n02676566_6977.JPEG,375,500,guitar,84,1,278,500
n02676566_1422.JPEG,250,101,guitar,1,1,250,98
n02676566_6454.JPEG,500,333,guitar,57,1,500,333
n02676566_3567.JPEG,300,162,guitar,1,2,151,161
n02676566_3567.JPEG,300,162,guitar,168,1,300,161
n02676566_8828.JPEG,500,334,guitar,1,1,500,334
n02676566_3159.JPEG,180,350,guitar,1,7,180,349
n02676566_958.JPEG,360,360,guitar,6,18,355,340
n02676566_3886.JPEG,310,760,guitar,5,1,294,750
n02676566_3180.JPEG,276,400,guitar,116,1,260,362
n02676566_6641.JPEG,500,312,guitar,12,2,500,300
n02676566_6826.JPEG,500,334,guitar,112,205,500,334
n02676566_8853.JPEG,500,375,guitar,1,1,500,375
n02676566_3469.JPEG,164,400,guitar,18,7,162,399
n02676566_1365.JPEG,500,375,guitar,44,4,485,362
n02676566_1166.JPEG,369,183,guitar,5,5,367,179
n02676566_5151.JPEG,537,800,guitar,31,1,501,752
n02676566_8892.JPEG,500,375,guitar,1,1,406,296
n02676566_4729.JPEG,420,713,guitar,67,24,349,680
n02676566_406.JPEG,500,375,guitar,1,64,491,257
n02676566_9084.JPEG,332,500,guitar,24,31,260,500
n02676566_9084.JPEG,332,500,guitar,26,86,153,410
n02676566_3023.JPEG,520,211,guitar,1,4,519,211
n02676566_6613.JPEG,500,375,guitar,34,1,115,154
n02676566_6613.JPEG,500,375,guitar,127,91,210,280
n02676566_6613.JPEG,500,375,guitar,201,2,234,149
n02676566_6613.JPEG,500,375,guitar,231,1,290,178
n02676566_6613.JPEG,500,375,guitar,281,1,369,131
n02676566_6613.JPEG,500,375,guitar,419,3,500,260
n02676566_644.JPEG,400,300,guitar,7,70,395,224
n02676566_2983.JPEG,180,216,guitar,51,2,137,212
n02676566_1702.JPEG,500,511,guitar,13,32,466,456
n02676566_1682.JPEG,398,600,guitar,16,4,368,573
n02676566_4778.JPEG,332,350,guitar,203,2,330,350
n02676566_4320.JPEG,500,375,guitar,21,89,124,327
n02676566_4320.JPEG,500,375,guitar,106,139,252,209
n02676566_4320.JPEG,500,375,guitar,342,94,449,153
n02676566_4320.JPEG,500,375,guitar,390,52,500,363
n02676566_5454.JPEG,250,500,guitar,1,1,248,500
n02676566_1964.JPEG,200,200,guitar,59,6,137,195
n02676566_7656.JPEG,332,500,guitar,1,1,332,402
n02676566_4425.JPEG,375,500,guitar,1,1,374,498
n02676566_7770.JPEG,500,332,guitar,4,130,423,290
n02676566_8775.JPEG,334,500,guitar,72,222,334,397
n02676566_3257.JPEG,169,284,guitar,11,16,90,243
n02676566_3257.JPEG,169,284,guitar,70,36,159,267
n02676566_3004.JPEG,316,800,guitar,1,5,309,798
n02676566_1241.JPEG,108,261,guitar,7,2,107,255
n02676566_223.JPEG,500,375,guitar,9,28,498,375
n02676566_6672.JPEG,375,500,guitar,1,1,354,494
n02676566_1057.JPEG,170,228,guitar,1,4,169,227
n02676566_2371.JPEG,278,343,guitar,1,1,113,343
n02676566_7690.JPEG,312,500,guitar,7,8,298,491
n02676566_9106.JPEG,500,333,guitar,1,1,500,332
n02676566_2484.JPEG,360,360,guitar,28,10,103,203
n02676566_2484.JPEG,360,360,guitar,106,160,179,347
n02676566_2484.JPEG,360,360,guitar,188,13,263,201
n02676566_2484.JPEG,360,360,guitar,262,165,332,350
n02676566_2230.JPEG,500,500,guitar,2,9,338,239
n02676566_2230.JPEG,500,500,guitar,6,259,341,491
n02676566_2230.JPEG,500,500,guitar,360,2,479,188
n02676566_2230.JPEG,500,500,guitar,356,202,488,327
n02676566_1122.JPEG,500,335,guitar,1,1,499,335
n02676566_2737.JPEG,350,300,guitar,23,6,326,255
n02676566_8773.JPEG,375,500,guitar,16,1,375,500
n02676566_3174.JPEG,159,226,guitar,9,1,118,221
n02676566_7487.JPEG,388,500,guitar,11,24,374,487
n02676566_3977.JPEG,950,561,guitar,1,19,937,561
n02676566_1338.JPEG,537,800,guitar,37,1,498,701
n02676566_7385.JPEG,278,500,guitar,43,3,238,488
n02676566_1725.JPEG,100,100,guitar,7,31,99,69
n02676566_8736.JPEG,500,375,guitar,1,15,500,375
n02676566_8854.JPEG,500,349,guitar,86,180,467,348
n02676566_8228.JPEG,344,500,guitar,1,1,344,500
n02676566_22.JPEG,540,343,guitar,7,119,403,338
n02676566_6466.JPEG,400,291,guitar,17,20,383,277
n02676566_8799.JPEG,333,500,guitar,1,1,333,500
n02676566_6615.JPEG,500,333,guitar,57,23,174,312
n02676566_4394.JPEG,921,720,guitar,349,141,553,584
n02676566_3741.JPEG,402,600,guitar,23,1,386,585
n02676566_4871.JPEG,200,200,guitar,75,3,141,166
n02676566_1117.JPEG,299,410,guitar,54,61,138,346
